name,domain,country,state,city,employees,revenue,founded_year,type,employees_num,revenue_num,founded_year_num,main_industry,categories_list,category_primary
Trello,trello.com,United States,California,San Francisco,51-200,10m-50m,2011.0,Unknown,125.5,30000000.0,2011.0,software,"['b2b', 'saas']",B2B
Meetup,meetup.com,United States,New York,Unknown,501-1K,10m-50m,2002.0,private,251000.0,30000000.0,2002.0,business services,"['b2c', 'saas']",B2C
Yahoo,yahoo.com,United States,California,Sunnyvale,1K-5K,1m-10m,1994.0,Unknown,3000.0,5500000.0,1994.0,business services,"['b2c', 'b2b', 'media']",B2C
Bloomberg,bloomberg.com,United States,New York,Unknown,over-10K,over-1b,1981.0,private,12000.0,1500000000.0,1981.0,media and internet,"['b2b', 'media']",B2B
Discord,discord.com,United States,California,San Francisco,1K-5K,200m-1b,2015.0,private,3000.0,600000000.0,2015.0,media and internet,"['b2c', 'saas']",B2C
Harvard Business Review,hbr.org,United States,Massachusetts,Boston,5K-10K,10m-50m,1922.0,nonprofit,7500.0,30000000.0,1922.0,media and internet,"['b2b', 'b2c', 'media']",B2B
The Wall Street Journal,wsj.com,United States,New York,Unknown,over-10K,200m-1b,1889.0,public,12000.0,600000000.0,1889.0,media and internet,"['b2c', 'b2b', 'media']",B2C
CNBC,cnbc.com,United States,New Jersey,Englewood Cliffs,1K-5K,200m-1b,1989.0,public,3000.0,600000000.0,1989.0,telecommunications,"['b2c', 'media']",B2C
Kickstarter,kickstarter.com,United States,New York,Unknown,201-500,200m-1b,2009.0,private,350.5,600000000.0,2009.0,business services,"['b2b', 'b2c', 'service-provider']",B2B
TED,ted.com,United States,New York,Unknown,over-10K,50m-100m,2009.0,nonprofit,12000.0,75000000.0,2009.0,media and internet,"['b2c', 'media']",B2C
Goodreads,goodreads.com,United States,California,San Francisco,201-500,10m-50m,2007.0,public,350.5,30000000.0,2007.0,business services,"['b2c', 'media']",B2C
GoDaddy,godaddy.com,United States,Arizona,Tempe,5K-10K,over-1b,1997.0,public,7500.0,1500000000.0,1997.0,business services,"['b2b', 'saas']",B2B
Tripadvisor,tripadvisor.com,United States,Massachusetts,Needham,5K-10K,over-1b,2000.0,public,7500.0,1500000000.0,2000.0,business services,"['b2c', 'b2b', 'media']",B2C
DOI Foundation,doi.org,United States,Connecticut,Washington,1-10,Unknown,1997.0,nonprofit,5.5,600000000.0,1997.0,business services,"['b2b', 'service-provider']",B2B
IBM,ibm.com,United States,New York,Armonk,over-10K,over-1b,1911.0,public,12000.0,1500000000.0,1911.0,business services,"['b2b', 'b2g', 'saas']",B2B
CNN,cnn.com,United States,Georgia,Atlanta,5K-10K,200m-1b,1980.0,public,7500.0,600000000.0,1980.0,media and internet,"['b2c', 'media']",B2C
The Telegraph,telegraph.co.uk,United Kingdom,England,London,1K-5K,200m-1b,1855.0,private,3000.0,600000000.0,1855.0,media and internet,"['b2c', 'media']",B2C
Steam,steamcommunity.com,Brazil,Unknown,Unknown,1-10,1m-10m,2022.0,self-employed,5.5,5500000.0,2022.0,software,"['b2c', 'e-commerce']",B2C
Discogs,discogs.com,United States,Oregon,Beaverton,51-200,1m-10m,2000.0,private,125.5,5500000.0,2000.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Entrepreneurship & Regional Development,tandfonline.com,United States,Georgia,Decatur,1-10,over-1b,1983.0,educational,5.5,1500000000.0,1983.0,media and internet,"['b2b', 'media']",B2B
Nature,nature.com,United Kingdom,England,London,501-1K,1m-10m,1869.0,private,251000.0,5500000.0,1869.0,media and internet,"['b2b', 'b2c', 'media']",B2B
Stack Overflow,stackoverflow.com,United States,New York,Unknown,501-1K,1m-10m,2012.0,private,251000.0,5500000.0,2012.0,business services,"['b2b', 'b2c', 'saas']",B2B
Quora,quora.com,United States,California,Mountain View,1K-5K,50m-100m,2009.0,private,3000.0,75000000.0,2009.0,business services,"['b2c', 'media']",B2C
TIME,time.com,United States,New York,Unknown,1K-5K,50m-100m,1922.0,private,3000.0,75000000.0,1922.0,media and internet,"['b2c', 'media']",B2C
Mailchimp,mailchimp.com,United States,Georgia,Atlanta,1K-5K,200m-1b,2001.0,private,3000.0,600000000.0,2001.0,software,"['b2b', 'saas']",B2B
Financial Times,ft.com,United Kingdom,England,London,5K-10K,200m-1b,1888.0,public,7500.0,600000000.0,1888.0,media and internet,"['b2c', 'b2b', 'media']",B2C
OECD,oecd.org,France,Île-de-France,Paris,5K-10K,200m-1b,1961.0,private,7500.0,600000000.0,1961.0,government,['b2g'],B2G
Le Monde,lemonde.fr,France,Île-de-France,Paris,1K-5K,200m-1b,1944.0,self-owned,3000.0,600000000.0,1944.0,media and internet,"['b2c', 'media']",B2C
JetBrains,jetbrains.com,Netherlands,North Holland,Amsterdam,1K-5K,200m-1b,2000.0,private,3000.0,600000000.0,2000.0,software,"['b2c', 'b2b', 'media']",B2C
Greenpeace,greenpeace.org,Netherlands,North Holland,Amsterdam,1K-5K,200m-1b,1971.0,nonprofit,3000.0,600000000.0,1971.0,organizations,['media'],Media
Cambridge University Press & Assessment,cambridge.org,United Kingdom,England,Cambridge,over-10K,200m-1b,1534.0,educational,12000.0,600000000.0,1534.0,media and internet,"['b2b', 'b2c', 'media']",B2B
XING,xing.com,Germany,Hamburg,Hamburg,501-1K,200m-1b,2003.0,public,251000.0,600000000.0,2003.0,business services,"['b2b', 'b2c', 'saas']",B2B
FAO,fao.org,Italy,Lazio,Rome,over-10K,200m-1b,1945.0,government,12000.0,600000000.0,1945.0,government,"['b2g', 'b2b', 'service-provider']",B2G
El País,elpais.com,Spain,Madrid,Madrid,1K-5K,200m-1b,1976.0,private,3000.0,600000000.0,1976.0,media and internet,"['b2c', 'media']",B2C
WIPO,wipo.int,Switzerland,Geneva,Unknown,1K-5K,200m-1b,1970.0,nonprofit,3000.0,600000000.0,1970.0,government,['b2g'],B2G
OHCHR,ohchr.org,Switzerland,Geneva,Unknown,1K-5K,200m-1b,1993.0,nonprofit,3000.0,600000000.0,1993.0,government,"['b2g', 'e-commerce', 'service-provider', 'mobile', 'saas', 'media']",B2G
Avast,avast.com,Czech Republic,Unknown,Unknown,501-1K,200m-1b,1988.0,public,251000.0,600000000.0,1988.0,software,"['b2c', 'b2b', 'saas']",B2C
Mendel University,mendelu.cz,Czech Republic,Jihomoravský kraj,Brno,201-500,200m-1b,1919.0,Unknown,350.5,600000000.0,1919.0,education,"['b2c', 'b2g', 'media']",B2C
International Energy Agency,iea.org,France,Île-de-France,Paris,501-1K,200m-1b,1974.0,government,251000.0,600000000.0,1974.0,business services,"['b2g', 'service-provider']",B2G
UNESCO,unesco.org,France,Île-de-France,Paris,5K-10K,200m-1b,1945.0,nonprofit,7500.0,600000000.0,1945.0,organizations,"['b2g', 'saas']",B2G
MDR,mdr.de,Germany,Saxony,Leipzig,1K-5K,200m-1b,1992.0,private,3000.0,600000000.0,1992.0,media and internet,"['b2c', 'media']",B2C
The Lancet Group,thelancet.com,United Kingdom,England,London,201-500,200m-1b,1823.0,public,350.5,600000000.0,1823.0,media and internet,"['b2b', 'b2c', 'media']",B2B
Metro,metro.co.uk,United Kingdom,England,London,51-200,200m-1b,1999.0,public,125.5,600000000.0,1999.0,media and internet,"['b2c', 'media']",B2C
Kaspersky,kaspersky.com,Germany,Bavaria,Ingolstadt,1K-5K,200m-1b,1997.0,private,3000.0,600000000.0,1997.0,software,"['b2c', 'b2b', 'saas']",B2C
Allegro,allegro.pl,Poland,Unknown,Unknown,1K-5K,200m-1b,1999.0,private,3000.0,600000000.0,1999.0,business services,"['b2c', 'e-commerce']",B2C
RTÉ,rte.ie,Ireland,Leinster,Dublin,1K-5K,200m-1b,1926.0,public,3000.0,600000000.0,1926.0,media and internet,"['b2c', 'media']",B2C
University of Nottingham,nottingham.ac.uk,United Kingdom,England,Nottingham,over-10K,200m-1b,1948.0,Unknown,12000.0,600000000.0,1948.0,education,"['b2c', 'b2b', 'service-provider']",B2C
University of Liverpool,liverpool.ac.uk,United Kingdom,England,Liverpool,over-10K,200m-1b,1881.0,Unknown,12000.0,600000000.0,1881.0,education,"['b2c', 'b2b']",B2C
IAEA,iaea.org,Austria,Vienna,Vienna,1K-5K,200m-1b,1957.0,nonprofit,3000.0,600000000.0,1957.0,business services,"['b2g', 'service-provider']",B2G
Creative Bloq,creativebloq.com,United Kingdom,England,Bath,1-10,200m-1b,2011.0,public,5.5,600000000.0,2011.0,media and internet,"['b2c', 'media']",B2C
The Open University,open.ac.uk,United Kingdom,England,Milton Keynes,over-10K,200m-1b,1969.0,Unknown,12000.0,600000000.0,1969.0,education,"['b2c', 'b2b']",B2C
Yle,yle.fi,Finland,Uusimaa,Helsinki,1K-5K,200m-1b,1926.0,nonprofit,3000.0,600000000.0,1926.0,media and internet,"['b2c', 'media']",B2C
Penguin Books,penguin.co.uk,United Kingdom,England,London,1K-5K,200m-1b,1935.0,private,3000.0,600000000.0,1935.0,media and internet,"['b2c', 'media']",B2C
Ghent University,ugent.be,Belgium,Flanders,Gent,over-10K,200m-1b,1817.0,educational,12000.0,600000000.0,1817.0,education,['b2c'],B2C
Sophos,sophos.com,United Kingdom,England,Oxford,1K-5K,200m-1b,1985.0,private,3000.0,600000000.0,1985.0,business services,"['b2b', 'b2g', 'saas']",B2B
Warwick,warwick.ac.uk,United Kingdom,England,Coventry,5K-10K,200m-1b,1980.0,Unknown,7500.0,600000000.0,1980.0,education,"['b2c', 'b2b', 'media']",B2C
INSEAD,insead.edu,France,Île-de-France,Fontainebleau,1K-5K,200m-1b,1957.0,Unknown,3000.0,600000000.0,1957.0,education,['b2b'],B2B
Gobierno de Navarra,navarra.es,Spain,Navarra,Pamplona,1K-5K,200m-1b,Unknown,government,3000.0,600000000.0,,government,"['b2g', 'service-provider']",B2G
University of Sussex,sussex.ac.uk,United Kingdom,England,Brighton,5K-10K,200m-1b,1961.0,Unknown,7500.0,600000000.0,1961.0,education,"['b2c', 'b2b', 'service-provider']",B2C
Goethe Institut,goethe.de,Germany,Unknown,Unknown,1K-5K,200m-1b,1951.0,nonprofit,3000.0,600000000.0,1951.0,education,"['b2c', 'b2b', 'service-provider']",B2C
Ministry of Economy and Finance,economie.gouv.fr,France,Île-de-France,Paris,over-10K,200m-1b,2004.0,government,12000.0,600000000.0,2004.0,government,"['b2g', 'saas']",B2G
Waterstones,waterstones.com,United Kingdom,England,London,1K-5K,200m-1b,1982.0,private,3000.0,600000000.0,1982.0,retail,"['b2c', 'e-commerce']",B2C
France 24,france24.com,France,Île-de-France,Paris,1K-5K,200m-1b,2006.0,private,3000.0,600000000.0,2006.0,media and internet,"['b2c', 'media']",B2C
TeamViewer,teamviewer.com,Germany,Baden-Württemberg,Göppingen,1K-5K,200m-1b,2005.0,public,3000.0,600000000.0,2005.0,software,"['b2b', 'b2c', 'saas']",B2B
World Trade Organization,wto.org,Switzerland,Geneva,Unknown,1K-5K,200m-1b,1995.0,government,3000.0,600000000.0,1995.0,government,"['b2g', 'service-provider']",B2G
GSMA,gsma.com,United Kingdom,England,London,1K-5K,200m-1b,1982.0,nonprofit,3000.0,600000000.0,1982.0,organizations,['b2b'],B2B
Bitdefender,bitdefender.com,Romania,Bucharest,Bucharest,1K-5K,200m-1b,2001.0,private,3000.0,600000000.0,2001.0,software,"['b2b', 'b2c', 'saas']",B2B
The Times,thetimes.com,United Kingdom,England,London,1K-5K,200m-1b,1785.0,private,3000.0,600000000.0,1785.0,media and internet,"['b2c', 'media']",B2C
DAZN,dazn.com,Portugal,Lisbon,Lisbon,51-200,200m-1b,2015.0,private,125.5,600000000.0,2015.0,media and internet,"['b2c', 'media']",B2C
London School of Economics and Political Science,lse.ac.uk,United Kingdom,England,London,5K-10K,200m-1b,1993.0,Unknown,7500.0,600000000.0,1993.0,education,"['b2c', 'b2b', 'service-provider']",B2C
University of Bath,bath.ac.uk,United Kingdom,England,Bath,5K-10K,200m-1b,1966.0,Unknown,7500.0,600000000.0,1966.0,education,"['b2b', 'b2c', 'service-provider']",B2B
Glovo,glovoapp.com,Spain,Barcelona,Barcelona,over-10K,200m-1b,2015.0,private,12000.0,600000000.0,2015.0,transportation,"['b2c', 'b2b', 'service-provider', 'mobile']",B2C
VRT,vrt.be,Belgium,Unknown,Unknown,1K-5K,200m-1b,1930.0,public,3000.0,600000000.0,1930.0,media and internet,"['b2c', 'media']",B2C
Babbel,babbel.com,Germany,Berlin,Berlin,1K-5K,200m-1b,2007.0,private,3000.0,600000000.0,2007.0,education,"['b2c', 'saas', 'mobile']",B2C
Liverpool FC,liverpoolfc.com,United Kingdom,England,Liverpool,1K-5K,200m-1b,1892.0,private,3000.0,600000000.0,1892.0,hospitality,"['b2c', 'e-commerce']",B2C
Ordnance Survey,ordnancesurvey.co.uk,United Kingdom,England,Southampton,1K-5K,200m-1b,1791.0,government,3000.0,600000000.0,1791.0,business services,"['b2g', 'b2b', 'b2c']",B2G
Swiss Post,post.ch,Switzerland,Bern,Bern,over-10K,200m-1b,1998.0,public,12000.0,600000000.0,1998.0,transportation,"['b2b', 'b2c', 'service-provider']",B2B
University of Exeter,exeter.ac.uk,United Kingdom,England,Exeter,over-10K,200m-1b,1955.0,Unknown,12000.0,600000000.0,1955.0,education,"['b2c', 'b2b']",B2C
University of Reading,reading.ac.uk,United Kingdom,England,Reading,5K-10K,200m-1b,1892.0,Unknown,7500.0,600000000.0,1892.0,education,"['b2c', 'media']",B2C
Monzo,monzo.com,United Kingdom,England,London,1K-5K,200m-1b,2015.0,private,3000.0,600000000.0,2015.0,finance,"['b2c', 'b2b', 'mobile']",B2C
SWIFT,swift.com,Switzerland,Vaud,Lausanne,5K-10K,200m-1b,1973.0,private,7500.0,600000000.0,1973.0,business services,"['b2b', 'service-provider']",B2B
Trinity College Dublin,tcd.ie,Ireland,Leinster,Dublin,5K-10K,200m-1b,1592.0,Unknown,7500.0,600000000.0,1592.0,education,"['b2c', 'media']",B2C
Ouest-France,ouest-france.fr,France,Bretagne,Rennes,1K-5K,200m-1b,1944.0,Unknown,3000.0,600000000.0,1944.0,media and internet,"['b2c', 'e-commerce']",B2C
Scandinavian Airlines,flysas.com,Sweden,Stockholm County,Stockholm,5K-10K,200m-1b,1946.0,private,7500.0,600000000.0,1946.0,transportation,"['b2c', 'service-provider']",B2C
Lush,lush.com,Croatia,Zagreb,Strmec,1K-5K,200m-1b,1994.0,private,3000.0,600000000.0,1994.0,retail,"['b2c', 'e-commerce']",B2C
University of Southampton,southampton.ac.uk,United Kingdom,England,Southampton,over-10K,200m-1b,1982.0,Unknown,12000.0,600000000.0,1982.0,education,"['b2c', 'b2b', 'service-provider']",B2C
British Council,britishcouncil.org,United Kingdom,England,London,over-10K,200m-1b,1934.0,nonprofit,12000.0,600000000.0,1934.0,education,"['b2c', 'b2b', 'service-provider']",B2C
SWR,swr.de,Germany,Baden-Württemberg,Stuttgart,1K-5K,200m-1b,1998.0,nonprofit,3000.0,600000000.0,1998.0,media and internet,"['b2c', 'media']",B2C
National Trust,nationaltrust.org.uk,United Kingdom,England,Swindon,over-10K,200m-1b,1895.0,nonprofit,12000.0,600000000.0,1895.0,organizations,"['b2c', 'e-commerce']",B2C
TomTom,tomtom.com,Netherlands,North Holland,Amsterdam,5K-10K,200m-1b,1991.0,public,7500.0,600000000.0,1991.0,software,"['b2b', 'saas']",B2B
University of Dundee,dundee.ac.uk,United Kingdom,Scotland,Dundee,1K-5K,200m-1b,1967.0,Unknown,3000.0,600000000.0,1967.0,education,['b2c'],B2C
Loughborough University,lboro.ac.uk,United Kingdom,England,Loughborough,5K-10K,200m-1b,1909.0,Unknown,7500.0,600000000.0,1909.0,education,"['b2c', 'saas']",B2C
Pearson,pearson.com,United Kingdom,England,London,over-10K,200m-1b,1998.0,public,12000.0,600000000.0,1998.0,education,"['b2b', 'b2c', 'saas']",B2B
University of Glasgow,gla.ac.uk,United Kingdom,Scotland,Glasgow,11-50,200m-1b,1451.0,educational,30.5,600000000.0,1451.0,education,"['b2c', 'media']",B2C
Ofcom,ofcom.org.uk,United Kingdom,England,London,1K-5K,200m-1b,2003.0,nonprofit,3000.0,600000000.0,2003.0,telecommunications,"['b2g', 'b2c']",B2G
Financial Conduct Authority,fca.org.uk,United Kingdom,England,London,5K-10K,200m-1b,2013.0,government,7500.0,600000000.0,2013.0,government,"['b2g', 'service-provider']",B2G
MAIB,maib.md,Moldova,Chișinău Municipality,Chisinau,1K-5K,200m-1b,1991.0,public,3000.0,600000000.0,1991.0,finance,"['b2b', 'b2c', 'service-provider']",B2B
N26,n26.com,Germany,Berlin,Berlin,1K-5K,200m-1b,2013.0,private,3000.0,600000000.0,2013.0,finance,"['b2c', 'b2b', 'mobile']",B2C
Jisc,jisc.ac.uk,United Kingdom,England,Bristol,1K-5K,200m-1b,1993.0,nonprofit,3000.0,600000000.0,1993.0,business services,"['b2b', 'b2g', 'service-provider']",B2B
Linksys,linksys.com,United Kingdom,England,Milton Keynes,201-500,200m-1b,1988.0,private,350.5,600000000.0,1988.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Mytheresa,mytheresa.com,Germany,Unknown,Unknown,1K-5K,200m-1b,2006.0,partnership,3000.0,600000000.0,2006.0,retail,"['b2c', 'e-commerce']",B2C
University College Cork,ucc.ie,Ireland,Munster,Cork,5K-10K,200m-1b,1845.0,Unknown,7500.0,600000000.0,1845.0,education,['b2c'],B2C
YouGov,yougov.co.uk,United Kingdom,England,London,1-10,200m-1b,2000.0,public,5.5,600000000.0,2000.0,business services,"['b2b', 'service-provider']",B2B
University of Sheffield,sheffield.ac.uk,United Kingdom,England,Sheffield,over-10K,200m-1b,1905.0,Unknown,12000.0,600000000.0,1905.0,education,"['b2c', 'saas']",B2C
ESO,eso.org,Germany,Bavaria,Unknown,501-1K,200m-1b,1962.0,government,251000.0,600000000.0,1962.0,business services,"['b2g', 'service-provider']",B2G
Politecnico di Milano,polimi.it,Italy,Unknown,Unknown,over-10K,200m-1b,1979.0,educational,12000.0,600000000.0,1979.0,education,"['b2c', 'b2g']",B2C
Forschungszentrum Jülich,fz-juelich.de,Germany,North Rhine-Westphalia,Jülich,5K-10K,200m-1b,1956.0,nonprofit,7500.0,600000000.0,1956.0,business services,"['b2b', 'b2g', 'service-provider']",B2B
Rovio,rovio.com,Finland,Uusimaa,Espoo,501-1K,200m-1b,2003.0,private,251000.0,600000000.0,2003.0,software,"['b2c', 'mobile', 'media']",B2C
University of Birmingham,birmingham.ac.uk,United Kingdom,England,Birmingham,over-10K,200m-1b,1900.0,educational,12000.0,600000000.0,1900.0,education,['b2c'],B2C
eMAG,emag.ro,Romania,Bucharest,Bucharest,5K-10K,200m-1b,2001.0,private,7500.0,600000000.0,2001.0,retail,"['b2c', 'e-commerce']",B2C
Sennheiser,sennheiser.com,Germany,Unknown,Unknown,1K-5K,200m-1b,1945.0,private,3000.0,600000000.0,1945.0,manufacturing,"['b2b', 'b2c']",B2B
Telerik,telerik.com,Bulgaria,Sofia City Province,Sofia,1K-5K,200m-1b,2002.0,Unknown,3000.0,600000000.0,2002.0,software,"['b2b', 'saas']",B2B
Mr Porter,mrporter.com,United Kingdom,England,London,201-500,200m-1b,2011.0,private,350.5,600000000.0,2011.0,retail,"['b2c', 'e-commerce']",B2C
Miniclip,miniclip.com,Switzerland,Unknown,Unknown,1K-5K,200m-1b,2001.0,private,3000.0,600000000.0,2001.0,software,"['b2c', 'mobile']",B2C
University of St Andrews,st-andrews.ac.uk,United Kingdom,Unknown,Unknown,1K-5K,200m-1b,1413.0,Unknown,3000.0,600000000.0,1413.0,education,['b2c'],B2C
U.S. Copyright Office,copyright.gov,United States,Connecticut,Washington,51-200,1m-10m,1870.0,government,125.5,5500000.0,1870.0,government,"['b2g', 'service-provider']",B2G
NCSL,ncsl.org,United States,Colorado,Denver,201-500,1m-10m,1975.0,nonprofit,350.5,5500000.0,1975.0,business services,['b2g'],B2G
Porto Vistos,portovistos.com.br,Brazil,Rio Grande do Sul,Porto Alegre,1-10,Unknown,2010.0,Unknown,5.5,600000000.0,2010.0,business services,"['b2c', 'saas']",B2C
Williams Law,williamslawflorida.com,United States,Florida,Jacksonville,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,law firms and legal services,['b2c'],B2C
American Civil Liberties Union,aclu.org,United States,New York,Unknown,1K-5K,200m-1b,1920.0,nonprofit,3000.0,600000000.0,1920.0,organizations,"['b2c', 'service-provider']",B2C
American Arbitration Association,adr.org,United States,New York,Unknown,1K-5K,50m-100m,1926.0,nonprofit,3000.0,75000000.0,1926.0,organizations,"['b2b', 'b2c', 'service-provider']",B2B
LegalZoom,legalzoom.com,United States,California,Mountain View,1K-5K,200m-1b,2001.0,public,3000.0,600000000.0,2001.0,law firms and legal services,"['b2c', 'b2b', 'service-provider']",B2C
